text,score
bhai nirodh se yaad aya xf x f x x,0
rohit bhai nye nirvirodh nkya kahna ye nirodh se bhi xe xa xaa xe xa xbe xe xa xb xe xa xb xe xa xab xe xa x xe xa xb xe xa xb xe xa x,0
bies difference between durex and nirodh,0
rt nma hope this is correctly reported i guess it wants to stop explicit ads nirodh was advertised by govt itself,0
shit for a moment i read nirodh there xf x f x x xf x f x x,0
in good old doordarshan days nirodh ads were shown during commercial breaks and posters were put up at xe x xa,0
remember the famous raj kapoor song pyar hua ikrar hua hai and then the punch line deluxe nirodh that was ad but xe x xa,0
rt i think the issue may not be just condom ads but some ads in general e g some deodorant ads n nsome ads irrespective o xe x xa,0
rt bhai nirodh se yaad aya xf x f x x,0
no condom ads between am and pm says i b ministry we have had these ads since the xe x xa,0
in s s while watching condom ad on doordarshan kids used to ask papa nirodh kya hota hain and answer was xe x xa,0
so sorry sir nir virodh ko maine nirodh padhaa xf x f x x xf x f x x xf x f x x,0
btw which ads are you talking about the one for deluxe nirodh or the one for mala d if you found th xe x xa,0
nirodh,0
rt nirodh ka virodh part,0
sir don t u think tht some condom ad r not appropriate for children earlier condom ad xe x xa,0
still remember pyaar hua ikraar hua hai npyaar se phir kyoon darrta hai dil nkehta hai dil rasta mushki xe x xa,0
india and should insist on a rollback of this order for endangering the lives of women and unb xe x xa,0
nirodh ka kya virodh kroge tum me bigboss ka fan hu n condomads,0
kash baap ne nirodh istemal kiya hota to ye naubat nahi aati,0
yes i still remember the nirodh ad showed people pedalling in a boat i n xe x xa,0
i think they should encourage those super mysterious deluxe nirodh moods ads from doordarshan days could sense peo xe x xa,0
agree in the s condom ads for nirodh used to be broadcast there was n xe x xa,0
absolutely i think the government intent is to promote ads like yester years nirodh then consu xe x xa,0
singh you are attacking the party smriti irani belongs to i grew up seeing xe x xa,0
nirodh se adhyashka,0
hope this is correctly reported i guess it wants to stop explicit ads nirodh was advertised by govt itself,0
by two when you last time make love in front of your kids see in india problem in condemn adds problem with xe x xa,0
looks like india s population growth rate is going to increase due to this i grew up watching the xe x xa,0
nwouldn t it be better to insist on non provocative condom ads between am n pm rather than ban p xe x xa,0
but why didn t i do luch kar na,0
rt the government s nirodh advt should run round the clock not the sunny leone based soft porn,0
pyaar gadhhaa hai maa kaa bhosda madarchod,2
vanita ji pahile chut rhati hai chit ko land se thok thok ke bhosda ho jaata hai,2
teri mummy ka bhosda nteri behen ka bhosda ntu randi ki aulaad tha ntu randi ki aulaad hai ntu randi ki xe x xa,2
india mumbai maderchod manager sale teri ma ka bhosda sale jwab kyo nahi deta sale hijde,2
meri ma ka bhosda teri behznka bhoda,2
afridi ki ma ka bhosda sabse long six youraj sing ke nam pe record hai m,2
hhh pichese teri chut me pura lund pel kr chod rha hu randi tujhe ghhhaaabbbb ghhhaabbb chikh s xe x xa,2
kya laga rakha hai maachod bc mc,0
gand m landd le k naeaz ka bhen chid teri ma ko kutta chodde hijre desh drohi nchoot k diwane nirani li choot se nikl xe x xa,2
sunny leone bana ke chodege nteri maa ko nsamjh me aaya nmadarchod n xe x xa,2
teri maa ka bhosda baar aur aiyar ki maa ka bhosda baar y d hell u come up n tweet only so to get xe x xa,2
maa ka bhosda arey bhai bhai bhai a xf x f x x xf x f x x xf x f x x xf x f x x,2
hinduwo ki maka bhosda maderchodo jis din dimaag kharaab ho gya ousi din soot samait sara hisab kitab barab xe x xa,2
is baasu ki ma ka bhosda saala madharchod hai kis jagah ka ye bahan xe x xa,2
hardik loda teri ma ka bhosda or tuj ko jo bolunga to teri gand fat jayegi,2
teri maa ki bhosdi ka bhosda bana denge randi ki aulad kutte ki beej bhen ki londi randiyon ko sha xe x xa,2
teri chut m jayega to chut nhi bhosda hojayega nkitani fategi chut yakin b nhi karegi,2
aaj tu v aag se apni maa ka bhosda jala le,2
tumhari ma ki chut tumhari ma ka bhosda,2
di me bhi apne bhosda ko chut hi bolti hu,2
aur nhi problem solve krwate hai inki maa ka bhosda madarchod company chor sale madarchod kutte kamine,2
kiski chut ka bhosda banau,2
fc xe x xa,0
tl ka bhosda kar diya virushka ka chutiyape se,2
maaka bhosda likhi dalal modi ka chamcha sanghi,2
teri maa ka bhosda randiyee,2
xe xa xb xe xa x d xe xa xb xe xa x xe xa x xe xa xb itta maarege madrchod ki nchauraahe pe bheekh maagega nrandi ke aula xe x xa,2
d lion teri maa ka bhosda harami ke pille apni bivi beti sambhal nahi to chud jay xe x xa,2
tu bata jhaatu tere idol ne kitne mos jite hai overseas mein,2
adarsh pakistan ka maa ka bhosda,2
hijre teri ma ko kb chod gya sambha ab tu khud bol gya nmaderchod nmodi yera bap h nhijre nsex k bhookhe modi nirani ki xe x xa,2
on a serious note xe x x cabdul ki maa ka bhosda xe x x d,2
teri bhen ki choot nma chudane gya tha nawaz se nya land chatne gya tha nawaz ka nteri ma ka bhodda nhafeez se teri ma xe x xa,2
rt ramiz teri maa ka bhosda madrchod attention seeker spotted xf x f x xb,2
teri ma ka bhosda randi ya randuve,2
bhai duniya ki maa ka bhosda tu aam aadmi hai tu jeetega behenchod,2
teri ma ka bhosda nbhen chod ab tk jhooth bol k desh ko bewkoof bnata raha nye maderchod ncherp hijre niski ma chod fo xe x xa,2
troll karne se pehle ye jaan le k kohli bhi pehla match haara tha au xe x xa,0
bhosda daar barish hori hay,2
teri maaka bhosda randi ke ab hindustan me gandhigiri band modigiri shuru h,2
phone kro is no pr tumhari maa ka bhosda madarchod,2
michele oliver teri ma ka bhosda,2
kinnar patel ki maa ka bhosda,2
saalo maa ka bhosda silvane tak to india mein aate ho baat karte ho st innings ki,2
bhosda,2
digital uski ma ka bhosda sale ko ye dikhak koi,2
karan patel ki maa ka bhosda,2
ku ki teri bjp kandhar m ma chuda aa gae thi ntu sr lene gya nbhen chod hijre ntatti kha k aa gya nchina pak ko n inch xe x xa,2
sardana tu rahul gandy ki nazayaz aulaad he be kya kathwe bhul gaya madarchod ke gujrat r xe x xa,1
referee ka bhosda,2
are yaar fawad khan ki maa ka bhosda nbc ke bahut actor khel chuka hai xf x f x x xf x f x x,2
rt bhosda daar barish hori hay,2
suhagraat nanushka baby talk dirty to me virat bhenchod teri maa ka bhosda catch pakadne nahi aata kya madarchod n virushkawedding,2
kiran teri amma ka bhosda madarchod kate lund,2
yagyika teri maa ki choot teri maa ka bhosda lauda laundiya chinal ki pakistan ki maa ki choo xe x xa,2
bhosda ho gaya hai bhai ab kay dhire hath pura hi dale be bol,2
rt yeh ma ka bhosda madarboard xf x f x x xf x f x x,2
katil priya xe x xa,0
we love afganisthan nsath main npakistan ki maa ka bhosda n pkmkb,2
lawda modi kii maa chut mein amit bhai ka bhosda,2
shilpa randi aur uske fans ki maa ka bhosda,2
refrees leke barcelona se rokda nchudate apni maa ka bhosda n ucldraw nfuck barcelona,2
lagta hai ghante baad tu faltu baitha rahega aajana,2
virushkawedding n virushkakishaadi n happybirthdayyuvi n happybirthdaythalaiva n days to tzh n nanushka sharma is t xe x xa,0
shuru tum logo ne kiya khatam hum log karenge tere fanbase walo ko xe x xa,0
rt jong korea sunny leone bana ke chodege nteri maa ko nsamjh me aaya nmadarchod n xe x xa,2
land mat chus gaandu mulle,2
jisne report kia hai uski maa ka bhosda,2
tera jaise chutiya log tiger zinda hi kutta barking hi dekhne wale bhosda ho,2
gandia ki maa ka bhosda ha is ka matlab ab bol kb au teri behn ka rishta leny punnnhhhh xf x f x x xf x f x x xf x f x x xf x f x x,2
bhosda gaandu maut ka saudagars,2
teri maa ka bhosda madrchod attention seeker spotted xf x f x xb,2
crore ka suit hawa m ghoomne wala njhooth ka samunder nnawaz ki tatti chatne wala nhijra haramkhor ndesh drohi nlull ba xe x xa,2
teri maa ka bhosda india me tera jaise chutiya hota japan me ni getting a release there xe x xa,2
lutera ndesh ko lootne wala hijra ntel dal loot li hijre nbhen chod nlanndd bata nlul brull nisda bhosda nbund ch de fo po xe x xa,2
aapko god nhi alaah who akbar hota hai virushkawedding viratkohli xe x xa,0
maka bhosda ka,2
jiii iski maa ka bhosda chai kaise gira diya,2
shingi hhh haramzady kaminy chod na ab meri chut ko dam hy to dekha dy ab salay bana ab meri chu xe x xa,2
he was this close to writing lovren ki maa ka bhosda in this tweet xf x f x x xf x f x x xf x f x x xf x f x x,2
pia ki maa ka bhosda piya ki behn ka bhosda,2
teri maa ka bhosda sahi hai,2
rt he was too late to save keeda she was too far gone when the procedure was ready is killin it today wow xe x xa,0
oh my god tu bhi same hi hai,0
rt nothing bc i don t owe him for doing things that are as much his responsibility to get done as mine so ima sit my ass xe x xa,2
i feel you already know xf x f x xa take a shot,0
rt keeda had early onset altz and he was trying to save her and he s sobbing so is anna and jordan is listening gh,0
rt keaton racist family got k when he was bullied where were yall when somebody in th grade said they could project imax mov xe x xa,1
yeh madamg ko celeb wala keeda kaat khaya hai,2
jong korea tere jesi bate koi gndi nali ka keeda hi kr skta hai jha ma bhn ya wife s xe x xa,2
rt after chai wala neech maut ka saudagar gandi naali ka keeda son of a b here is the latest mass mu xe x xa,2
rt your mcm couldn xe x x t pass the first level of poptropica xe x xa xef xb x f,0
rt you can give me any woman and i xe x x ll make her feel beautiful,0
rt just wondering where all the celebrity posting and support was for this baby,0
it s mushroon called keeda jadi or cordycep grown in upper region of himalayas available f xe x xa,0
rt ye mulle nhi sudhre gay lakin humari media bhi aaj kal secular bni hui hai andhe ho gue hain sab inko nhi dikhta ye sab ink xe x xa,1
rt not sure if legit pictures or manyavar ad campaign,0
furry amv victim of love via,0
mumbai hain keeda toh lagega hi,0
good look xf x f xa x f xf x f x f xbe,0
keeda,0
okay sooooooo the kendrea johnson a year old african american committed suicide in november and that was not on a xe x xa,0
rt send this to any girl that s playing games,0
in settings gt,0
he is a king of india njo chahe vo kare tuje kya nvo plan kabhi nahi tutega jisme modiji honge nor nvo har plan cras xe x xa,0
rt hahaha mate you have never seen a woman naked that wasn xe x x t on a laptop screen have you,0
rt yamraj nmaut ka saudagar nravan ngandi nali ka keeda nmonkey nrabies victim nvirus nbhasmasur ngangu teli ngoon nthese are some words o xe x xa,2
rt daughter dad what s on my neck ngulzar hasti rahe tu hasti rahe haya ki laali khilti rahe zulf ke neeche gardan pe keed xe x xa,0
gaand me keeda p n,2
miya bhai ki jaahil gunwar community me bewda womanizer charsi kaisa bi keeda uth ke aaajay ngadhe ke hath me beti xe x xa,1
angreji ka keeda turant kaat jaata hai empathy sympathy and what not did she ever tried to empathize with tribal xe x xa,2
dude even the dog is humiliaated to be compared associated with modi shah woh dono to keeda hai keeda,2
sounded like keeda to me,2
rt tens of thousands of people in this country are left to die every year because they lack insurance,2
rt amw xe x x cwhat percent you on xe x x d n xe x x cwhat percent you on xe x x d,0
rt bro the fact girls gotta do this shit for dudes to hop off is ridiculous,0
rt totally spies starring and this is what we want this is what we deserve xe x xa,0
keeda ha i xe x x m in the same boat it xe x x s great xf x f x x,0
rt he is a king of india njo chahe vo kare tuje kya nvo plan kabhi nahi tutega jisme modiji honge nor nvo har plan crash ho xe x xa,0
flat ki har randi amp,2
this is fucking insane btc for a pair of socks xf x f xa x,0
rt when your crush post something freaky talking about mood,0
rt,0
if i can xe x x t learn anything from you sorry but you can xe x x t be around me,0
keeda,0
keeda good deal at the time,0
nigga i need a hug,2
keeda not if i xe x x m already sick xf x f x xad xf x f x xad i xe x x m gonna be straining my voice more by trying to talk,0
ramos girl that s makes everything easier,0
arey madarchod baap ki aulad chutiye galli ke kutte gutter ka keeda saala k xe x xa,2
appreciate it xf x f xa x f xf x f x f xbe,0
keeda my only c was in bio l and it was a xf x f x x a,0
rt na this who tf y xe x x all need to be donating money too for his xe x x ccollege funding xe x x d,0
i would xe x x ve thrown hands,0
keeda big hug,0
keeda let me guess what class,0
rt,0
rt i xe x x m so beautiful how xe x x d i get this beautiful,0
keeda i saw that omg wtf,0
this is the first time in my entire life that i got a c in a class xf x f xa x xf x f x xba xf x f x x d xf x f x f xbc,0
rt brave bullied boy shares heart wrenching account of mistreatment at the hands of his peers,0
this mushroom is called keeda jadi or cordycep grown at high altitudes of uttarakhand xe x xa,0
mar a lago always sounded very marwari to me rajasthani trump,0
xf x f x x where is humanity,0
rt jong korea tere jesi bate koi gndi nali ka keeda hi kr skta hai jha ma bhn ya wife sb trh se xe x xa,2
rt well dint he think of suspending his mother and sister for xe x x cmaut ka saudagar xe x x d and neech rajniti xe x x d and more so himself for xe x x c xe x xa,2
rt saffron cyber army yelling about neech as they should but when a so called hindutva warrior hacks a man to death with a xe x xa,1
how dare you call our prime minister neech pls suspend h xe x xa,2
mr iyer never insulted any one just to win elecction u r raisin xe x xa,0
rt xe xa xaa xe xa x xe xa xb xe xa xbe xe xa xb xe xa xbf xe xa xb xe xa x d xe xa xb xe xa xaa xe xa x d xe xa xb xe xa xa xe xa xbe xe xa xa xe xa xae xe xa x xe xa xa xe xa x d xe xa xb xe xa x xe xa x c xe xa x xe xa x xe xa xbe xe xa x xe xa x xe xa xa xe xa x xe xa xbe xe xa xa xe xa x xe xa xb xe xa xa xe xa x xe xa xa xe xa xb xe xa x xe xa x xe xa xa xe xa x xe xa xa xe xa xbe xe xa x xe xa xb manishankaraiyar xe xa x xe xa xb xe xa x xe xa x b xe xa x xe xa x xe xa x d xe xa xb xe xa x xe xa xb xe xa xb xe xa xbe xe xa xb xe xa x xe xa x xe xa xa xe xa x xe xa xbe xe xa x xe xa xaa xe xa xae xe xa xbe xe xa xa xe xa x xe xa xb xe xa xa xe xa x xe x xa,0
i dunno why but neech is ringing in my mind n aadhaar,0
sea plane will fillup poors stomach it will get employment benefit to businessmanand small traders loan xe x xa,0
rt first fired blank with hardik cd then with somnath entry register fabrication then aurangzeb khilji ki aulad then neech aa xe x xa,0
respected sir n mani shankar ayyar said him neech now he is proving their level of neechta by do xe x xa,2
rt neech ki aulad xf x f x x,2
rt mani shankar aiyar suspended from primary membership of congress party slaps show cause notice to aiyar for his xe x x neech xe x x xe x xa,0
aur jo neech harkaton ka samarthak ho voh jaese rss bjp,2
this is similar mani kankar chaiwala and neech comment still thinking this monkey going to get you votes xe x xa,0
rt i am now convinced the bjp will get seats in gujarat first must thank ind for exposing the cong on dynasty r xe x xa,0
rt congress leader mani shankar aiyar was suspended from the primary membership of the party for calling pm modi neech nhttps xe x xa,0
rt why virushka makes us happy n viratwedsanushka,0
rt shame on manishankaraiyar for calling pm modi by my name pm modi must resign neechaadmi neech,0
rt very few things make us happy these days the viratanushkawedding is one of them,0
dont forget the imported cashew roti xe x x s he eat feku ki style adani wali soch ekdam xe x x cneech xe x x d,0
rt prime minister modi gujarat campaign nvote for me n i am poor n i was chaiwala n my family has humble origins n i have xe x xa,0
rt neech remark ramdev says wrong to discriminate on basis of caste nto read more go on n xe x xa,0
rt bbmp xe x x s attitude is even more neech than we thought rather than build an stp they are diverting sewage from lake to other xe x xa,0
modi ji ek neech aadmi hain isliye khud imported mushrooms khate hain aur gujrat vasiyon ke liye mushrooms nhi maga xe x xa,2
very few things make us happy these days the viratanushkawedding is one of them,0
it simply display your neech character,2
prime minister modi gujarat campaign nvote for me n i am poor n i was chaiwala n my family has humble origins n i xe x xa,0
rt is winning an election so important that congress goes to the extent of calling the incumbent a neech aadmi h xe x xa,0
